;UKX Index;;HSBA LN Equity;;BP/ LN Equity;;BATS LN Equity;;GSK LN Equity;;AZN LN Equity;;DGE LN Equity;;VOD LN Equity;;RIO LN Equity;;ULVR LN Equity;;PRU LN Equity;;LLOY LN Equity;;1986986D LN Equity;;RKT LN Equity;;SHP LN Equity;;BARC LN Equity;;NG/ LN Equity;;IMB LN Equity;;CPG LN Equity;;TSCO LN Equity;;BA/ LN Equity;;AV/ LN Equity;;STAN LN Equity;;AAL LN Equity;;REL LN Equity;;BT/A LN Equity;;LGEN LN Equity;;WPP LN Equity;;2462936D LN Equity;;SSE LN Equity;;SKY LN Equity;;RR/ LN Equity;;SN/ LN Equity;;OML LN Equity;;IAG LN Equity;;ABF LN Equity;;III LN Equity;;NWG LN Equity;;CCL LN Equity;;CNA LN Equity;;NXT LN Equity;;SGE LN Equity;;SMIN LN Equity;;PSON LN Equity;;RSA LN Equity;;BLND LN Equity;;LAND LN Equity;;KGF LN Equity;;RTO LN Equity;;UU/ LN Equity;;MRW LN Equity;;SBRY LN Equity;;SVT LN Equity;;MKS LN Equity;;SDR LN Equity
18/02/2002;5154,30;18/02/2002;10,00;18/02/2002;573,00;18/02/2002;645,50;18/02/2002;1780,40;18/02/2002;3481,00;18/02/2002;829,00;18/02/2002;185,82;18/02/2002;1193,72;18/02/2002;1286,67;18/02/2002;586,66;18/02/2002;367,84;18/02/2002;350,10;18/02/2002;1053,64;18/02/2002;757,50;18/02/2002;480,39;18/02/2002;482,31;18/02/2002;684,09;18/02/2002;549,74;18/02/2002;312,87;18/02/2002;327,00;18/02/2002;1069,74;18/02/2002;612,42;18/02/2002;1273,02;18/02/2002;681,55;18/02/2002;255,00;18/02/2002;141,42;18/02/2002;706,50;18/02/2002;2615,22;18/02/2002;631,00;18/02/2002;728,50;18/02/2002;51,48;18/02/2002;395,00;18/02/2002;86,27;18/02/2002;132,43;18/02/2002;494,00;18/02/2002;654,06;18/02/2002;5326,61;18/02/2002;1299,10;18/02/2002;226,27;18/02/2002;923,00;18/02/2002;219,59;18/02/2002;1030,50;18/02/2002;744,50;18/02/2002;1089,82;18/02/2002;432,51;18/02/2002;858,53;18/02/2002;287,18;18/02/2002;262,50;18/02/2002;689,24;18/02/2002;206,50;18/02/2002;462,86;18/02/2002;903,77;18/02/2002;442,75;18/02/2002;135,07
19/02/2002;5092,50;19/02/2002;680,16;19/02/2002;569,50;19/02/2002;647,50;19/02/2002;1775,34;19/02/2002;3440,00;19/02/2002;820,00;19/02/2002;181,90;19/02/2002;1189,59;19/02/2002;1278,89;19/02/2002;560,37;19/02/2002;368,09;19/02/2002;346,81;19/02/2002;1065,37;19/02/2002;746,00;19/02/2002;479,04;19/02/2002;483,35;19/02/2002;683,00;19/02/2002;548,08;19/02/2002;306,85;19/02/2002;321,00;19/02/2002;1048,68;19/02/2002;589,14;19/02/2002;1237,15;19/02/2002;687,33;19/02/2002;242,75;19/02/2002;138,21;19/02/2002;677,00;19/02/2002;2615,22;19/02/2002;636,00;19/02/2002;709,00;19/02/2002;49,59;19/02/2002;397,00;19/02/2002;83,96;19/02/2002;127,29;19/02/2002;491,00;19/02/2002;639,34;19/02/2002;5206,37;19/02/2002;1298,27;19/02/2002;224,54;19/02/2002;935,00;19/02/2002;213,28;19/02/2002;1016,25;19/02/2002;714,00;19/02/2002;1053,97;19/02/2002;425,26;19/02/2002;846,94;19/02/2002;284,53;19/02/2002;265,50;19/02/2002;689,24;19/02/2002;204,50;19/02/2002;466,29;19/02/2002;886,58;19/02/2002;445,71;19/02/2002;135,83
20/02/2002;5024,20;20/02/2002;671,01;20/02/2002;553,00;20/02/2002;649,50;20/02/2002;1760,16;20/02/2002;3460,00;20/02/2002;811,50;20/02/2002;179,41;20/02/2002;1164,81;20/02/2002;1293,33;20/02/2002;562,83;20/02/2002;359,65;20/02/2002;340,02;20/02/2002;1059,99;20/02/2002;743,50;20/02/2002;467,80;20/02/2002;489,05;20/02/2002;689,55;20/02/2002;550,29;20/02/2002;306,53;20/02/2002;312,50;20/02/2002;1025,66;20/02/2002;594,36;20/02/2002;1229,97;20/02/2002;670,00;20/02/2002;242,25;20/02/2002;137,99;20/02/2002;701,00;20/02/2002;2641,37;20/02/2002;639,00;20/02/2002;693,00;20/02/2002;49,67;20/02/2002;401,00;20/02/2002;84,19;20/02/2002;123,98;20/02/2002;488,00;20/02/2002;634,74;20/02/2002;5047,05;20/02/2002;1290,78;20/02/2002;216,63;20/02/2002;922,00;20/02/2002;213,81;20/02/2002;1009,50;20/02/2002;713,00;20/02/2002;1027,98;20/02/2002;429,20;20/02/2002;845,97;20/02/2002;282,64;20/02/2002;256,00;20/02/2002;681,97;20/02/2002;204,00;20/02/2002;467,43;20/02/2002;902,54;20/02/2002;438,91;20/02/2002;131,92
21/02/2002;5073,30;21/02/2002;676,23;21/02/2002;561,00;21/02/2002;652,00;21/02/2002;1780,40;21/02/2002;3455,00;21/02/2002;813,00;21/02/2002;187,60;21/02/2002;1158,20;21/02/2002;1314,44;21/02/2002;557,08;21/02/2002;368,09;21/02/2002;338,92;21/02/2002;1077,10;21/02/2002;755,00;21/02/2002;469,82;21/02/2002;479,46;21/02/2002;690,28;21/02/2002;530,40;21/02/2002;311,60;21/02/2002;318,00;21/02/2002;1035,53;21/02/2002;593,96;21/02/2002;1216,65;21/02/2002;688,48;21/02/2002;249,00;21/02/2002;139,36;21/02/2002;695,00;21/02/2002;2634,24;21/02/2002;640,00;21/02/2002;668,00;21/02/2002;50,79;21/02/2002;400,50;21/02/2002;85,58;21/02/2002;127,29;21/02/2002;495,00;21/02/2002;634,74;21/02/2002;5098,15;21/02/2002;1309,09;21/02/2002;212,67;21/02/2002;931,00;21/02/2002;220,91;21/02/2002;1024,50;21/02/2002;712,00;21/02/2002;1028,88;21/02/2002;431,27;21/02/2002;845,97;21/02/2002;283,39;21/02/2002;259,00;21/02/2002;687,00;21/02/2002;206,75;21/02/2002;469,71;21/02/2002;896,40;21/02/2002;440,09;21/02/2002;134,56
22/02/2002;5050,80;22/02/2002;668,39;22/02/2002;563,00;22/02/2002;659,00;22/02/2002;1752,07;22/02/2002;3519,00;22/02/2002;811,00;22/02/2002;184,04;22/02/2002;1163,15;22/02/2002;1315,56;22/02/2002;546,40;22/02/2002;368,33;22/02/2002;339,80;22/02/2002;1105,44;22/02/2002;750,00;22/02/2002;464,43;22/02/2002;468,57;22/02/2002;691,74;22/02/2002;531,51;22/02/2002;321,10;22/02/2002;311,50;22/02/2002;1035,53;22/02/2002;585,93;22/02/2002;1229,97;22/02/2002;693,10;22/02/2002;255,00;22/02/2002;139,36;22/02/2002;681,50;22/02/2002;2643,75;22/02/2002;628,00;22/02/2002;648,50;22/02/2002;50,27;22/02/2002;413,00;22/02/2002;83,04;22/02/2002;125,64;22/02/2002;495,00;22/02/2002;626,46;22/02/2002;5065,09;22/02/2002;1304,93;22/02/2002;208,22;22/02/2002;930,00;22/02/2002;208,29;22/02/2002;1024,50;22/02/2002;693,50;22/02/2002;1014,54;22/02/2002;425,89;22/02/2002;841,14;22/02/2002;278,66;22/02/2002;253,50;22/02/2002;681,41;22/02/2002;206,50;22/02/2002;468,00;22/02/2002;898,24;22/02/2002;443,05;22/02/2002;133,96
25/02/2002;5100,70;25/02/2002;677,11;25/02/2002;574,00;25/02/2002;653,00;25/02/2002;1768,26;25/02/2002;3512,00;25/02/2002;814,00;25/02/2002;180,12;25/02/2002;1173,07;25/02/2002;1310,00;25/02/2002;551,33;25/02/2002;371,06;25/02/2002;343,09;25/02/2002;1126,94;25/02/2002;760,00;25/02/2002;478,82;25/02/2002;473,75;25/02/2002;686,64;25/02/2002;532,61;25/02/2002;317,30;25/02/2002;312,00;25/02/2002;1039,47;25/02/2002;588,34;25/02/2002;1255,60;25/02/2002;713,90;25/02/2002;264,00;25/02/2002;139,82;25/02/2002;721,50;25/02/2002;2684,16;25/02/2002;634,00;25/02/2002;685,00;25/02/2002;49,85;25/02/2002;414,00;25/02/2002;85,81;25/02/2002;127,96;25/02/2002;497,00;25/02/2002;627,38;25/02/2002;5239,43;25/02/2002;1305,76;25/02/2002;213,66;25/02/2002;926,00;25/02/2002;207,23;25/02/2002;1037,25;25/02/2002;726,00;25/02/2002;1036,05;25/02/2002;427,54;25/02/2002;847,42;25/02/2002;279,23;25/02/2002;247,00;25/02/2002;685,88;25/02/2002;211,00;25/02/2002;474,29;25/02/2002;901,31;25/02/2002;443,93;25/02/2002;135,15
26/02/2002;5139,00;26/02/2002;678,85;26/02/2002;584,50;26/02/2002;650,00;26/02/2002;1766,23;26/02/2002;3550,00;26/02/2002;809,00;26/02/2002;184,04;26/02/2002;1194,55;26/02/2002;1302,22;26/02/2002;546,81;26/02/2002;374,78;26/02/2002;350,97;26/02/2002;1119,12;26/02/2002;758,00;26/02/2002;482,19;26/02/2002;481,27;26/02/2002;683,73;26/02/2002;537,58;26/02/2002;311,60;26/02/2002;317,00;26/02/2002;1048,68;26/02/2002;586,73;26/02/2002;1273,02;26/02/2002;730,07;26/02/2002;262,50;26/02/2002;142,11;26/02/2002;746,00;26/02/2002;2776,89;26/02/2002;629,00;26/02/2002;695,00;26/02/2002;52,08;26/02/2002;415,25;26/02/2002;86,50;26/02/2002;129,45;26/02/2002;490,00;26/02/2002;643,48;26/02/2002;5281,52;26/02/2002;1316,58;26/02/2002;209,70;26/02/2002;924,50;26/02/2002;207,76;26/02/2002;1064,25;26/02/2002;773,00;26/02/2002;1030,67;26/02/2002;429,20;26/02/2002;844,52;26/02/2002;281,50;26/02/2002;252,50;26/02/2002;680,29;26/02/2002;205,00;26/02/2002;474,29;26/02/2002;897,63;26/02/2002;443,93;26/02/2002;141,27
27/02/2002;5178,40;27/02/2002;694,53;27/02/2002;592,00;27/02/2002;659,00;27/02/2002;1769,27;27/02/2002;3625,00;27/02/2002;815,00;27/02/2002;197,56;27/02/2002;1196,20;27/02/2002;1315,56;27/02/2002;526,68;27/02/2002;352,71;27/02/2002;354,92;27/02/2002;1114,24;27/02/2002;760,00;27/02/2002;477,92;27/02/2002;487,50;27/02/2002;674,26;27/02/2002;550,84;27/02/2002;313,50;27/02/2002;321,00;27/02/2002;943,42;27/02/2002;570,68;27/02/2002;1296,59;27/02/2002;750,86;27/02/2002;263,00;27/02/2002;135,46;27/02/2002;774,00;27/02/2002;2836,32;27/02/2002;632,00;27/02/2002;721,00;27/02/2002;55,42;27/02/2002;430,00;27/02/2002;86,50;27/02/2002;129,94;27/02/2002;500,50;27/02/2002;638,42;27/02/2002;5212,38;27/02/2002;1341,55;27/02/2002;212,67;27/02/2002;950,00;27/02/2002;216,44;27/02/2002;1086,00;27/02/2002;800,00;27/02/2002;984,07;27/02/2002;433,34;27/02/2002;854,66;27/02/2002;280,75;27/02/2002;261,00;27/02/2002;671,90;27/02/2002;207,00;27/02/2002;478,29;27/02/2002;897,63;27/02/2002;445,12;27/02/2002;142,63
28/02/2002;5101,00;28/02/2002;673,18;28/02/2002;582,50;28/02/2002;649,00;28/02/2002;1743,98;28/02/2002;3576,00;28/02/2002;840,00;28/02/2002;190,45;28/02/2002;1174,72;28/02/2002;1302,22;28/02/2002;539,01;28/02/2002;337,33;28/02/2002;350,54;28/02/2002;1093,71;28/02/2002;520,00;28/02/2002;466,67;28/02/2002;479,46;28/02/2002;682,27;28/02/2002;532,61;28/02/2002;319,20;28/02/2002;318,00;28/02/2002;944,08;28/02/2002;554,63;28/02/2002;1231,00;28/02/2002;731,80;28/02/2002;255,75;28/02/2002;137,53;28/02/2002;744,00;28/02/2002;2838,70;28/02/2002;635,00;28/02/2002;718,00;28/02/2002;55,25;28/02/2002;426,25;28/02/2002;86,73;28/02/2002;134,92;28/02/2002;515,00;28/02/2002;630,14;28/02/2002;5206,37;28/02/2002;1364,85;28/02/2002;209,70;28/02/2002;951,50;28/02/2002;218,02;28/02/2002;1063,50;28/02/2002;780,00;28/02/2002;935,67;28/02/2002;429,61;28/02/2002;849,84;28/02/2002;286,80;28/02/2002;266,75;28/02/2002;675,25;28/02/2002;207,00;28/02/2002;478,00;28/02/2002;900,70;28/02/2002;444,23;28/02/2002;135,07
01/03/2002;5169,00;01/03/2002;677,98;01/03/2002;589,50;01/03/2002;655,00;01/03/2002;1780,40;01/03/2002;3625,00;01/03/2002;870,50;01/03/2002;191,51;01/03/2002;1181,33;01/03/2002;1307,78;01/03/2002;546,40;01/03/2002;349,98;01/03/2002;351,41;01/03/2002;1101,04;01/03/2002;525,00;01/03/2002;475,67;01/03/2002;484,39;01/03/2002;688,10;01/03/2002;538,14;01/03/2002;316,35;01/03/2002;319,00;01/03/2002;954,61;01/03/2002;565,86;01/03/2002;1250,47;01/03/2002;727,76;01/03/2002;269,00;01/03/2002;139,36;01/03/2002;739,00;01/03/2002;2886,25;01/03/2002;636,00;01/03/2002;717,50;01/03/2002;55,59;01/03/2002;426,00;01/03/2002;87,88;01/03/2002;143,87;01/03/2002;517,50;01/03/2002;634,74;01/03/2002;5401,76;01/03/2002;1357,36;01/03/2002;213,17;01/03/2002;980,00;01/03/2002;223,01;01/03/2002;1072,50;01/03/2002;770,00;01/03/2002;944,63;01/03/2002;425,06;01/03/2002;853,70;01/03/2002;289,45;01/03/2002;269,75;01/03/2002;675,81;01/03/2002;208,00;01/03/2002;472,00;01/03/2002;895,17;01/03/2002;455,75;01/03/2002;138,21
04/03/2002;5242,00;04/03/2002;729,39;04/03/2002;596,50;04/03/2002;637,00;04/03/2002;1737,91;04/03/2002;3590,00;04/03/2002;855,50;04/03/2002;195,07;04/03/2002;1232,55;04/03/2002;1302,22;04/03/2002;565,30;04/03/2002;355,19;04/03/2002;361,93;04/03/2002;1097,62;04/03/2002;506,50;04/03/2002;488,72;04/03/2002;470,64;04/03/2002;668,07;04/03/2002;530,40;04/03/2002;311,92;04/03/2002;336,25;04/03/2002;963,16;04/03/2002;603,59;04/03/2002;1289,42;04/03/2002;750,86;04/03/2002;273,50;04/03/2002;140,28;04/03/2002;785,50;04/03/2002;2967,08;04/03/2002;630,00;04/03/2002;749,00;04/03/2002;59,20;04/03/2002;416,50;04/03/2002;93,65;04/03/2002;152,49;04/03/2002;511,50;04/03/2002;658,66;04/03/2002;5600,15;04/03/2002;1361,52;04/03/2002;213,17;04/03/2002;983,00;04/03/2002;229,85;04/03/2002;1090,50;04/03/2002;876,00;04/03/2002;1001,99;04/03/2002;433,34;04/03/2002;874,46;04/03/2002;293,99;04/03/2002;274,00;04/03/2002;659,03;04/03/2002;206,75;04/03/2002;468,57;04/03/2002;878,60;04/03/2002;465,20;04/03/2002;148,50
05/03/2002;5214,00;05/03/2002;712,40;05/03/2002;599,50;05/03/2002;645,00;05/03/2002;1721,72;05/03/2002;3555,00;05/03/2002;856,00;05/03/2002;193,29;05/03/2002;1217,68;05/03/2002;1300,00;05/03/2002;553,39;05/03/2002;354,69;05/03/2002;357,98;05/03/2002;1082,96;05/03/2002;487,00;05/03/2002;491,19;05/03/2002;472,46;05/03/2002;677,17;05/03/2002;519,35;05/03/2002;315,40;05/03/2002;332,00;05/03/2002;967,76;05/03/2002;606,00;05/03/2002;1254,57;05/03/2002;764,72;05/03/2002;270,00;05/03/2002;140,74;05/03/2002;775,00;05/03/2002;2967,08;05/03/2002;639,00;05/03/2002;761,00;05/03/2002;57,40;05/03/2002;411,00;05/03/2002;92,04;05/03/2002;154,48;05/03/2002;509,00;05/03/2002;671,54;05/03/2002;5561,07;05/03/2002;1371,51;05/03/2002;209,21;05/03/2002;980,00;05/03/2002;228,80;05/03/2002;1095,00;05/03/2002;850,00;05/03/2002;1018,12;05/03/2002;430,86;05/03/2002;869,15;05/03/2002;297,39;05/03/2002;270,00;05/03/2002;663,51;05/03/2002;203,00;05/03/2002;464,00;05/03/2002;875,53;05/03/2002;462,25;05/03/2002;149,26
06/03/2002;5245,50;06/03/2002;721,99;06/03/2002;599,00;06/03/2002;612,00;06/03/2002;1704,53;06/03/2002;3514,00;06/03/2002;851,00;06/03/2002;202,55;06/03/2002;1196,20;06/03/2002;1304,44;06/03/2002;552,56;06/03/2002;355,19;06/03/2002;361,49;06/03/2002;1089,80;06/03/2002;493,50;06/03/2002;491,86;06/03/2002;475,05;06/03/2002;663,34;06/03/2002;527,09;06/03/2002;316,67;06/03/2002;341,00;06/03/2002;985,53;06/03/2002;615,63;06/03/2002;1261,75;06/03/2002;763,57;06/03/2002;272,00;06/03/2002;142,57;06/03/2002;795,00;06/03/2002;2943,31;06/03/2002;646,00;06/03/2002;756,00;06/03/2002;58,34;06/03/2002;411,00;06/03/2002;94,11;06/03/2002;156,46;06/03/2002;512,00;06/03/2002;675,22;06/03/2002;5564,08;06/03/2002;1384,82;06/03/2002;209,70;06/03/2002;972,00;06/03/2002;225,12;06/03/2002;1083,00;06/03/2002;848,00;06/03/2002;1064,73;06/03/2002;429,20;06/03/2002;867,70;06/03/2002;292,66;06/03/2002;272,50;06/03/2002;671,34;06/03/2002;207,00;06/03/2002;475,43;06/03/2002;884,74;06/03/2002;454,86;06/03/2002;152,15
07/03/2002;5282,10;07/03/2002;726,34;07/03/2002;611,50;07/03/2002;611,50;07/03/2002;1699,47;07/03/2002;3481,00;07/03/2002;856,50;07/03/2002;206,46;07/03/2002;1212,72;07/03/2002;1277,78;07/03/2002;576,80;07/03/2002;356,68;07/03/2002;364,56;07/03/2002;1079,54;07/03/2002;532,00;07/03/2002;494,79;07/03/2002;476,61;07/03/2002;722,32;07/03/2002;527,09;07/03/2002;305,27;07/03/2002;353,00;07/03/2002;981,58;07/03/2002;630,88;07/03/2002;1258,67;07/03/2002;776,28;07/03/2002;263,50;07/03/2002;144,40;07/03/2002;792,00;07/03/2002;3024,14;07/03/2002;640,00;07/03/2002;770,00;07/03/2002;62,71;07/03/2002;409,00;07/03/2002;95,03;07/03/2002;159,12;07/03/2002;516,50;07/03/2002;695,92;07/03/2002;5576,10;07/03/2002;1414,78;07/03/2002;212,18;07/03/2002;970,00;07/03/2002;238,79;07/03/2002;1098,00;07/03/2002;885,00;07/03/2002;1055,77;07/03/2002;430,44;07/03/2002;871,08;07/03/2002;289,07;07/03/2002;273,75;07/03/2002;680,85;07/03/2002;205,50;07/03/2002;462,29;07/03/2002;892,72;07/03/2002;445,41;07/03/2002;155,55
08/03/2002;5285,70;08/03/2002;726,78;08/03/2002;603,00;08/03/2002;638,00;08/03/2002;1737,91;08/03/2002;3501,00;08/03/2002;870,50;08/03/2002;207,18;08/03/2002;1203,63;08/03/2002;1281,11;08/03/2002;585,84;08/03/2002;358,16;08/03/2002;365,43;08/03/2002;1090,78;08/03/2002;531,50;08/03/2002;498,61;08/03/2002;479,20;08/03/2002;745,62;08/03/2002;548,08;08/03/2002;304,00;08/03/2002;342,50;08/03/2002;967,11;08/03/2002;632,48;08/03/2002;1250,47;08/03/2002;769,35;08/03/2002;260,00;08/03/2002;148,99;08/03/2002;795,00;08/03/2002;3000,37;08/03/2002;656,00;08/03/2002;785,00;08/03/2002;62,46;08/03/2002;420,00;08/03/2002;95,03;08/03/2002;163,76;08/03/2002;511,00;08/03/2002;696,38;08/03/2002;5639,23;08/03/2002;1446,41;08/03/2002;211,19;08/03/2002;964,00;08/03/2002;236,69;08/03/2002;1093,50;08/03/2002;852,50;08/03/2002;1041,43;08/03/2002;432,51;08/03/2002;871,08;08/03/2002;278,10;08/03/2002;273,00;08/03/2002;681,41;08/03/2002;208,50;08/03/2002;468,57;08/03/2002;902,54;08/03/2002;427,69;08/03/2002;153,85
11/03/2002;5258,90;11/03/2002;728,09;11/03/2002;608,50;11/03/2002;640,00;11/03/2002;1725,77;11/03/2002;3453,00;11/03/2002;871,00;11/03/2002;199,70;11/03/2002;1214,37;11/03/2002;1277,78;11/03/2002;576,39;11/03/2002;356,43;11/03/2002;362,59;11/03/2002;1084,92;11/03/2002;519,00;11/03/2002;495,24;11/03/2002;476,09;11/03/2002;738,34;11/03/2002;530,40;11/03/2002;302,73;11/03/2002;346,00;11/03/2002;955,26;11/03/2002;626,46;11/03/2002;1234,07;11/03/2002;766,46;11/03/2002;261,00;11/03/2002;146,70;11/03/2002;776,00;11/03/2002;2983,73;11/03/2002;650,00;11/03/2002;761,50;11/03/2002;64,43;11/03/2002;420,00;11/03/2002;94,57;11/03/2002;168,40;11/03/2002;506,50;11/03/2002;685,34;11/03/2002;5591,13;11/03/2002;1463,05;11/03/2002;212,67;11/03/2002;958,00;11/03/2002;223,80;11/03/2002;1086,00;11/03/2002;855,00;11/03/2002;1032,46;11/03/2002;435,83;11/03/2002;873,98;11/03/2002;275,26;11/03/2002;272,00;11/03/2002;681,41;11/03/2002;203,00;11/03/2002;469,71;11/03/2002;909,91;11/03/2002;422,37;11/03/2002;158,61
12/03/2002;5252,50;12/03/2002;724,16;12/03/2002;612,00;12/03/2002;638,00;12/03/2002;1731,84;12/03/2002;3495,00;12/03/2002;876,00;12/03/2002;197,92;12/03/2002;1197,85;12/03/2002;1294,44;12/03/2002;575,98;12/03/2002;356,68;12/03/2002;360,61;12/03/2002;1080,03;12/03/2002;515,50;12/03/2002;493,21;12/03/2002;469,86;12/03/2002;736,88;12/03/2002;525,98;12/03/2002;302,10;12/03/2002;348,00;12/03/2002;969,74;12/03/2002;626,06;12/03/2002;1220,75;12/03/2002;756,64;12/03/2002;255,00;12/03/2002;147,61;12/03/2002;755,00;12/03/2002;3002,75;12/03/2002;649,50;12/03/2002;755,00;12/03/2002;63,49;12/03/2002;411,50;12/03/2002;94,34;12/03/2002;162,76;12/03/2002;505,00;12/03/2002;679,36;12/03/2002;5537,03;12/03/2002;1451,40;12/03/2002;216,13;12/03/2002;965,00;12/03/2002;224,07;12/03/2002;1086,00;12/03/2002;842,00;12/03/2002;1025,29;12/03/2002;435,00;12/03/2002;876,88;12/03/2002;281,69;12/03/2002;275,00;12/03/2002;681,41;12/03/2002;209,50;12/03/2002;462,86;12/03/2002;914,82;12/03/2002;423,85;12/03/2002;156,40
13/03/2002;5272,00;13/03/2002;726,78;13/03/2002;617,00;13/03/2002;642,00;13/03/2002;1750,05;13/03/2002;3547,00;13/03/2002;888,00;13/03/2002;199,34;13/03/2002;1176,37;13/03/2002;1295,56;13/03/2002;571,05;13/03/2002;361,88;13/03/2002;354,48;13/03/2002;1094,69;13/03/2002;525,00;13/03/2002;500,19;13/03/2002;466,75;13/03/2002;756,54;13/03/2002;521,56;13/03/2002;303,05;13/03/2002;350,00;13/03/2002;961,84;13/03/2002;628,47;13/03/2002;1180,77;13/03/2002;758,37;13/03/2002;259,00;13/03/2002;145,32;13/03/2002;735,00;13/03/2002;3047,92;13/03/2002;650,50;13/03/2002;760,50;13/03/2002;62,46;13/03/2002;411,00;13/03/2002;92,50;13/03/2002;160,11;13/03/2002;503,50;13/03/2002;689,94;13/03/2002;5464,88;13/03/2002;1431,43;13/03/2002;220,34;13/03/2002;966,00;13/03/2002;227,75;13/03/2002;1114,50;13/03/2002;849,00;13/03/2002;1013,64;13/03/2002;430,65;13/03/2002;881,70;13/03/2002;282,64;13/03/2002;271,50;13/03/2002;679,73;13/03/2002;208,25;13/03/2002;464,00;13/03/2002;903,77;13/03/2002;424,44;13/03/2002;159,46
14/03/2002;5261,40;14/03/2002;728,52;14/03/2002;606,50;14/03/2002;642,00;14/03/2002;1718,69;14/03/2002;3500,00;14/03/2002;883,00;14/03/2002;200,77;14/03/2002;1168,11;14/03/2002;1290,00;14/03/2002;573,52;14/03/2002;362,13;14/03/2002;346,81;14/03/2002;1099,58;14/03/2002;552,00;14/03/2002;499,96;14/03/2002;466,75;14/03/2002;773,29;14/03/2002;540,90;14/03/2002;303,37;14/03/2002;346,00;14/03/2002;959,21;14/03/2002;634,09;14/03/2002;1158,22;14/03/2002;755,48;14/03/2002;262,50;14/03/2002;145,32;14/03/2002;742,00;14/03/2002;3028,90;14/03/2002;650,50;14/03/2002;762,50;14/03/2002;63,14;14/03/2002;411,75;14/03/2002;94,11;14/03/2002;159,12;14/03/2002;505,00;14/03/2002;696,38;14/03/2002;5491,94;14/03/2002;1438,08;14/03/2002;220,09;14/03/2002;970,50;14/03/2002;226,70;14/03/2002;1149,00;14/03/2002;857,50;14/03/2002;1007,37;14/03/2002;430,03;14/03/2002;883,64;14/03/2002;281,12;14/03/2002;270,25;14/03/2002;677,49;14/03/2002;206,50;14/03/2002;460,57;14/03/2002;903,77;14/03/2002;430,64;14/03/2002;158,78
15/03/2002;5292,70;15/03/2002;733,75;15/03/2002;609,00;15/03/2002;641,00;15/03/2002;1694,41;15/03/2002;3472,00;15/03/2002;890,00;15/03/2002;198,63;15/03/2002;1163,15;15/03/2002;1278,89;15/03/2002;591,18;15/03/2002;368,09;15/03/2002;346,37;15/03/2002;1140,63;15/03/2002;580,00;15/03/2002;510,31;15/03/2002;466,23;15/03/2002;794,40;15/03/2002;549,19;15/03/2002;307,80;15/03/2002;345,50;15/03/2002;988,82;15/03/2002;636,10;15/03/2002;1178,72;15/03/2002;753,17;15/03/2002;277,00;15/03/2002;148,30;15/03/2002;770,00;15/03/2002;3024,14;15/03/2002;662,00;15/03/2002;774,00;15/03/2002;63,74;15/03/2002;414,75;15/03/2002;95,03;15/03/2002;160,44;15/03/2002;512,50;15/03/2002;678,44;15/03/2002;5582,12;15/03/2002;1513,82;15/03/2002;222,56;15/03/2002;976,50;15/03/2002;234,58;15/03/2002;1147,50;15/03/2002;861,50;15/03/2002;1027,09;15/03/2002;430,86;15/03/2002;880,74;15/03/2002;289,07;15/03/2002;271,50;15/03/2002;680,29;15/03/2002;204,00;15/03/2002;457,14;15/03/2002;897,63;15/03/2002;437,44;15/03/2002;158,95
18/03/2002;5299,90;18/03/2002;736,36;18/03/2002;604,50;18/03/2002;635,00;18/03/2002;1688,34;18/03/2002;3449,00;18/03/2002;886,50;18/03/2002;200,06;18/03/2002;1180,50;18/03/2002;1277,78;18/03/2002;601,04;18/03/2002;367,59;18/03/2002;349,22;18/03/2002;1106,42;18/03/2002;570,00;18/03/2002;513,90;18/03/2002;464,16;18/03/2002;811,15;18/03/2002;545,87;18/03/2002;308,12;18/03/2002;357,50;18/03/2002;1019,74;18/03/2002;644,52;18/03/2002;1204,35;18/03/2002;771,66;18/03/2002;270,50;18/03/2002;148,07;18/03/2002;783,00;18/03/2002;3138,26;18/03/2002;663,50;18/03/2002;797,00;18/03/2002;65,12;18/03/2002;415,00;18/03/2002;95,50;18/03/2002;167,90;18/03/2002;502,00;18/03/2002;695,00;18/03/2002;5558,07;18/03/2002;1553,76;18/03/2002;218,85;18/03/2002;988,00;18/03/2002;232,48;18/03/2002;1170,00;18/03/2002;890,00;18/03/2002;1060,25;18/03/2002;432,51;18/03/2002;889,91;18/03/2002;292,10;18/03/2002;272,00;18/03/2002;677,49;18/03/2002;206,00;18/03/2002;453,71;18/03/2002;897,63;18/03/2002;442,46;18/03/2002;160,99
